Protein,Gene,Transcript,SignalP,TargetP,TMHMM,PredGPI,WoLF.PSORT,SecretomeP,Uniprot
ENSP00000371682,ENSG00000163257,ENST00000382247,0.104,0.046,PredHel=0,0.749743,"cyto 13.5, cyto_nucl 13, nucl 11.5, extr 7",0.957,Q9NXF7
ENSP00000371770,ENSG00000137440,ENST00000382333,0.853,0.931,PredHel=0,0.0868908,extr 32,0.914,Q14512
ENSP00000371787,ENSG00000205923,ENST00000382350,0.112,0.038,PredHel=0,0.495587,"extr 16, nucl 9, cyto 5.5, cyto_pero 3.5",0.907,NA
ENSP00000371790,ENSG00000102678,ENST00000382353,0.101,0.114,PredHel=0,0.61733,"extr 7, mito 5.5, mito_pero 5.5, nucl 5, cyto",0.915,P31371
ENSP00000371830,ENSG00000172785,ENST00000382393,0.104,0.088,PredHel=0,0.69672,"extr 15, cyto 11.5, cyto_nucl 8, nucl 3.5",0.966,Q9BRT8
ENSP00000371927,ENSG00000155269,ENST00000382487,0.392,0.995,PredHel=6,0.818635,"plas 25, extr 3, E.R. 3",0.908,Q96P69
ENSP00000371961,ENSG00000125089,ENST00000382521,0.102,0.049,PredHel=0,0.709643,"cyto_nucl 12.5, nucl 11, extr 10, cyto 10",0.904,Q6NVH2
ENSP00000372007,ENSG00000183765,ENST00000382566,0.097,0.04,PredHel=0,0.635984,"nucl 23, cyto 6",0.903,NA
ENSP00000372126,ENSG00000206047,ENST00000382679,0.921,0.967,PredHel=0,0.552197,extr 32,0.939,P59665
ENSP00000372130,ENSG00000099866,ENST00000382683,0.911,0.98,PredHel=0,0.937303,"plas 20.5, extr_plas 15, extr 8.5",0.923,Q13477
ENSP00000372136,ENSG00000240247,ENST00000382689,0.921,0.967,PredHel=0,0.552197,extr 32,0.939,P59665
ENSP00000372139,ENSG00000206047,ENST00000382692,0.921,0.967,PredHel=0,0.552197,extr 32,0.939,P59665
ENSP00000372158,ENSG00000206053,ENST00000382711,0.104,0.07,PredHel=0,0.780372,"cyto 19.5, cyto_nucl 14, nucl 7.5, extr 5",0.9,Q9H910
ENSP00000372210,ENSG00000177951,ENST00000382762,0.107,0.029,PredHel=1,0.979643,"cyto 8, pero 8, cyto_pero 8, plas 6.5, extr_p",0.921,Q9NYM9
ENSP00000372276,ENSG00000206104,ENST00000382826,0.095,0.057,PredHel=0,0.610031,"extr 27, cyto_nucl 3.5, cyto 3",0.904,Q3LI60
ENSP00000372791,ENSG00000238130,ENST00000383303,0.919,0.971,PredHel=1,0.0630661,extr 29,0.92,Q5ST95
ENSP00000372793,ENSG00000238130,ENST00000383304,0.919,0.971,PredHel=1,0.0630661,extr 29,0.92,Q5ST95
ENSP00000453364,ENSG00000206344,ENST00000383331,0.115,0.028,PredHel=0,0.675846,"extr 15, cyto_nucl 8.66667, nucl 7.5, extr_pl",0.952,H0YLW2
ENSP00000372883,ENSG00000172850,ENST00000383391,0.165,0.266,PredHel=0,0.251927,"cyto 24, extr 3, mito 3",0.915,Q9Y333
ENSP00000372902,ENSG00000206396,ENST00000383410,0.759,0.732,PredHel=0,0.979226,"extr 28, lyso 2",0.917,O95866
ENSP00000372919,ENSG00000206406,ENST00000383427,0.16,0.121,PredHel=0,0.922208,"extr 10, cysk 9, cyto 8, nucl 5, extr_plas 5",0.9,P67870
ENSP00000372923,ENSG00000206406,ENST00000383431,0.16,0.121,PredHel=0,0.878142,"nucl 12.5, extr 12, cyto_nucl 11, cyto 6.5",0.947,Q5SRQ3
ENSP00000372925,ENSG00000206406,ENST00000383433,0.16,0.121,PredHel=0,0.922208,"extr 10, cysk 9, cyto 8, nucl 5, extr_plas 5",0.9,P67870
ENSP00000372985,ENSG00000206437,ENST00000383493,0.217,0.633,PredHel=1,0.321384,"extr 18, mito_pero 4.33333, pero 4, mito 2.5,",0.97,Q06643
ENSP00000373016,ENSG00000206454,ENST00000383524,0.153,0.161,PredHel=0,0.90186,nucl 32,0.963,Q01860
ENSP00000373108,ENSG00000206502,ENST00000383613,0.117,0.128,PredHel=0,0.193894,"extr 23, nucl 7, cyto_nucl 5.5",0.959,Q9P1U0
ENSP00000373278,ENSG00000206559,ENST00000383768,0.102,0.06,PredHel=0,0.816753,"nucl 15, cyto 12, plas 2, extr 2, extr_plas 2",0.904,Q504Y3
ENSP00000373326,ENSG00000163701,ENST00000383815,0.833,0.939,PredHel=0,0.3014,extr 32,0.94,F8WB54
ENSP00000373360,ENSG00000175182,ENST00000383847,0.167,0.231,PredHel=0,0.854716,"extr 10, nucl 9.5, cyto_nucl 8.33333, cyto 4,",0.915,Q6UXB0
ENSP00000373362,ENSG00000178031,ENST00000388710,0.677,0.869,PredHel=0,0.956715,"extr 27, nucl 3",0.913,A2A343
ENSP00000373518,ENSG00000255346,ENST00000388866,0.105,0.067,PredHel=7,0.465516,"plas 27, E.R. 5",0.922,Q96PH1
ENSP00000373572,ENSG00000186766,ENST00000388920,0.11,0.09,PredHel=0,0.987642,"nucl 31.5, cyto_nucl 16.5",0.904,Q6ZQN5
ENSP00000373786,ENSG00000205423,ENST00000389134,0.134,0.058,PredHel=0,0.907882,"extr 21, cyto 7, nucl 2",0.96,H3BLY8
ENSP00000373895,ENSG00000184271,ENST00000389243,0.174,0.248,PredHel=0,0.860641,nucl 32,0.941,Q14863
ENSP00000374024,ENSG00000032742,ENST00000389373,0.102,0.056,PredHel=0,0.627627,"extr 20, nucl 7.5, cyto_nucl 6, cyto 3.5",0.915,F6SRW8
ENSP00000374307,ENSG00000089101,ENST00000389656,0.118,0.076,PredHel=1,0.719573,"extr 20.5, extr_plas 11, pero 4, cyto 3, E.R.",0.916,Q8NHU2
ENSP00000374377,ENSG00000178882,ENST00000389727,0.104,0.072,PredHel=0,0.999563,"nucl 15.5, cyto_nucl 15, cyto 9.5, extr 6",0.922,Q6ZTI6
ENSP00000374506,ENSG00000015133,ENST00000389856,0.104,0.162,PredHel=0,0.383818,"cyto 14, extr 12, nucl 5",0.955,Q0P665
ENSP00000374588,ENSG00000152292,ENST00000389938,0.101,0.048,PredHel=0,0.968463,"mito 19, nucl 7, cyto_nucl 5.83333, extr 3, c",0.908,Q7Z4S9
ENSP00000374663,ENSG00000055332,ENST00000390013,0.1,0.046,PredHel=0,0.965212,"cyto 27, cyto_nucl 15",0.945,F8WBH4
ENSP00000374779,ENSG00000211599,ENST00000390244,0.863,0.938,PredHel=0,0.850998,"extr 27, mito 3",0.922,NA
ENSP00000374782,ENSG00000243063,ENST00000390247,0.753,0.971,PredHel=0,0.952476,"extr 21, nucl 7, cyto 3",0.953,A0A075B6H7
ENSP00000374787,ENSG00000244437,ENST00000390252,0.886,0.982,PredHel=0,0.806975,"extr 25, nucl 3, cyto 3, cyto_nucl 3",0.966,A0A0B4J1T9
ENSP00000374799,ENSG00000211619,ENST00000390264,0.104,0.115,PredHel=0,0.41961,"nucl 10, cyto 8, extr 7, cysk 6",0.926,NA
ENSP00000374800,ENSG00000239975,ENST00000390265,0.816,0.916,PredHel=0,0.923083,"extr 27, nucl 4.5",0.924,A0A0B4J1U0
ENSP00000374803,ENSG00000211623,ENST00000390268,0.874,0.96,PredHel=0,0.530124,extr 29,0.902,A0A0A0MRZ7
ENSP00000374805,ENSG00000211625,ENST00000390270,0.874,0.981,PredHel=0,0.794986,"extr 28, nucl 3",0.961,A0A0C4DH25
ENSP00000374810,ENSG00000211630,ENST00000390275,0.842,0.889,PredHel=0,0.938991,extr 31,0.908,NA
ENSP00000374812,ENSG00000211632,ENST00000390277,0.877,0.978,PredHel=0,0.859967,"extr 25, nucl 3, cyto 3, cyto_nucl 3",0.962,A0A0A0MRZ8
ENSP00000374813,ENSG00000211633,ENST00000390278,0.718,0.95,PredHel=0,0.856742,"extr 29, cyto 2.5",0.946,A0A075B6H8
ENSP00000374817,ENSG00000211637,ENST00000390282,0.902,0.938,PredHel=0,0.574733,extr 31,0.975,A0A075B6H9
ENSP00000374818,ENSG00000211638,ENST00000390283,0.894,0.978,PredHel=0,0.813626,"extr 28, nucl 4",0.948,A0A075B6I0
ENSP00000374819,ENSG00000211639,ENST00000390284,0.895,0.945,PredHel=0,0.646481,extr 31,0.976,A0A075B6I1
ENSP00000374822,ENSG00000211642,ENST00000390287,0.868,0.945,PredHel=0,0.975896,extr 32,0.953,A0A075B6I4
ENSP00000374824,ENSG00000211643,ENST00000390289,0.927,0.919,PredHel=0,0.478269,extr 32,0.956,A0A0A0MRZ9
ENSP00000374825,ENSG00000211644,ENST00000390290,0.89,0.946,PredHel=0,0.681797,extr 29,0.942,A0A075B6I5
ENSP00000374826,ENSG00000211645,ENST00000390291,0.928,0.933,PredHel=0,0.760034,extr 31,0.916,A0A075B6I6
ENSP00000374828,ENSG00000211647,ENST00000390293,0.865,0.927,PredHel=0,0.401514,"extr 26, mito 3",0.91,A0A075B6I7
ENSP00000374829,ENSG00000211648,ENST00000390294,0.881,0.921,PredHel=0,0.776945,extr 32,0.939,A0A075B6I8
ENSP00000374831,ENSG00000211650,ENST00000390296,0.874,0.928,PredHel=0,0.518527,"extr 27, nucl 1, mito 1, pero 1, lyso 1, golg",0.944,A0A087WSX0
ENSP00000374832,ENSG00000211651,ENST00000390297,0.884,0.923,PredHel=0,0.861729,extr 30,0.941,A0A0B4J1U1
ENSP00000374833,ENSG00000211652,ENST00000390298,0.882,0.949,PredHel=0,0.892676,extr 31,0.954,A0A0B4J1U2
ENSP00000374834,ENSG00000211653,ENST00000390299,0.914,0.931,PredHel=0,0.938354,extr 32,0.94,A0A075B6J0
ENSP00000374835,ENSG00000211654,ENST00000390300,0.914,0.949,PredHel=0,0.627115,extr 29,0.972,A0A075B6J1
ENSP00000374836,ENSG00000211655,ENST00000390301,0.845,0.843,PredHel=0,0.869955,extr 31,0.901,A0A0B4J1U3
ENSP00000374838,ENSG00000211657,ENST00000390303,0.724,0.944,PredHel=0,0.802433,extr 31,0.956,A0A0A0MS00
ENSP00000374841,ENSG00000211660,ENST00000390306,0.879,0.94,PredHel=0,0.643902,extr 32,0.975,A0A075B6J5
ENSP00000374842,ENSG00000211661,ENST00000390307,0.785,0.948,PredHel=0,0.802026,"extr 26, cyto_nucl 3, nucl 2, cyto 2, mito 2",0.907,A0A075B6J6
ENSP00000374843,ENSG00000211662,ENST00000390308,0.835,0.949,PredHel=0,0.284818,extr 31,0.928,A0A075B6J7
ENSP00000374844,ENSG00000211663,ENST00000390309,0.916,0.976,PredHel=0,0.41794,extr 29,0.968,A0A075B6J8
ENSP00000374845,ENSG00000211664,ENST00000390310,0.896,0.933,PredHel=0,0.604062,extr 29,0.97,A0A075B6J9
ENSP00000374846,ENSG00000211665,ENST00000390311,0.857,0.959,PredHel=0,0.801511,"extr 28, mito 2, lyso 2",0.961,A0A075B6K0
ENSP00000374847,ENSG00000211666,ENST00000390312,0.893,0.938,PredHel=0,0.63596,extr 30,0.904,A0A075B6K1
ENSP00000374848,ENSG00000211667,ENST00000390313,0.755,0.936,PredHel=0,0.65974,extr 31,0.934,A0A075B6K2
ENSP00000374849,ENSG00000211668,ENST00000390314,0.87,0.885,PredHel=0,0.688347,extr 31,0.961,A0A075B6K3
ENSP00000374850,ENSG00000211669,ENST00000390315,0.835,0.965,PredHel=0,0.262625,extr 31,0.97,A0A075B6K4
ENSP00000374851,ENSG00000211670,ENST00000390316,0.873,0.974,PredHel=0,0.897674,extr 30,0.92,A0A075B6K5
ENSP00000374852,ENSG00000211671,ENST00000390317,0.893,0.928,PredHel=0,0.642241,extr 31,0.971,NA
ENSP00000374853,ENSG00000211672,ENST00000390318,0.856,0.969,PredHel=1,0.410708,"extr 27.5, extr_plas 15.5",0.956,A0A075B6K6
ENSP00000374854,ENSG00000211673,ENST00000390319,0.809,0.92,PredHel=0,0.682617,"extr 26, nucl 3",0.953,A0A075B6K7
ENSP00000374864,ENSG00000211694,ENST00000390341,0.368,0.721,PredHel=0,0.0452364,"extr 18, cyto 5, nucl 4, mito 4, mito_nucl 4",0.904,A0A0A0MS01
ENSP00000374866,ENSG00000211696,ENST00000390343,0.876,0.792,PredHel=0,0.313249,extr 30,0.924,A0A0C4DH27
ENSP00000374876,ENSG00000211706,ENST00000390353,0.906,0.854,PredHel=0,0.511388,extr 32,0.927,A0A0K0K1D8
ENSP00000374885,ENSG00000211715,ENST00000390362,0.813,0.94,PredHel=0,0.0643808,"extr 26, nucl 3",0.961,A0A0A0MS03
ENSP00000374891,ENSG00000211721,ENST00000390368,0.91,0.896,PredHel=0,0.0387584,extr 31,0.956,A0A0K0K1A5
ENSP00000374895,ENSG00000211725,ENST00000390372,0.943,0.958,PredHel=0,9.07E-07,extr 30,0.958,A0A597
ENSP00000374898,ENSG00000211728,ENST00000390375,0.94,0.947,PredHel=0,2.51E-06,extr 29,0.954,A0A599
ENSP00000374904,ENSG00000211734,ENST00000390381,0.938,0.906,PredHel=0,3.35E-05,"extr 21, mito 9",0.956,A0A578
ENSP00000374910,ENSG00000237702,ENST00000390387,0.72,0.923,PredHel=0,0.0439907,extr 31,0.927,A0A576
ENSP00000374915,ENSG00000211745,ENST00000390392,0.685,0.942,PredHel=0,0.249058,extr 32,0.908,A0A539
ENSP00000374916,ENSG00000211746,ENST00000390393,0.789,0.901,PredHel=0,0.0088239,extr 32,0.96,A0A075B6N1
ENSP00000374919,ENSG00000211749,ENST00000390396,0.691,0.901,PredHel=0,0.0178075,extr 30,0.935,A0A0A0MS06
ENSP00000374922,ENSG00000211752,ENST00000390399,0.8,0.907,PredHel=0,0.0759322,"extr 27, cyto_pero 2",0.927,A0A0K0K1C4
ENSP00000439668,ENSG00000256553,ENST00000390423,0.623,0.698,PredHel=0,0.841664,"extr 12, cyto 11, nucl 7",0.945,A0A0B4J238
ENSP00000438195,ENSG00000211776,ENST00000390424,0.791,0.939,PredHel=0,0.0866496,"extr 22, nucl 5.5, cyto_nucl 4, mito 2",0.956,A0A0B4J234
ENSP00000451535,ENSG00000211778,ENST00000390426,0.861,0.906,PredHel=0,0.0600047,"extr 26, lyso 3, mito 2.5",0.965,A0A0B4J268
ENSP00000446355,ENSG00000211779,ENST00000390427,0.702,0.951,PredHel=0,0.520823,"extr 28, nucl 2",0.903,A0A0B4J249
ENSP00000438290,ENSG00000211780,ENST00000390428,0.372,0.381,PredHel=0,0.64107,"mito 28, extr 2",0.921,A0A075B6T7
ENSP00000443059,ENSG00000211782,ENST00000390430,0.783,0.922,PredHel=0,0.532517,extr 30,0.927,A0A0A6YYK1
ENSP00000438446,ENSG00000211783,ENST00000390431,0.581,0.766,PredHel=0,0.402938,"extr 25, cyto 5",0.944,A0A075B6T8
ENSP00000445405,ENSG00000211785,ENST00000390433,0.892,0.964,PredHel=0,0.119002,extr 32,0.954,A0A0B4J245
ENSP00000440087,ENSG00000211787,ENST00000390435,0.671,0.854,PredHel=0,0.540003,"extr 26, cyto_nucl 4, cyto 3.5",0.946,A0A0A6YYJ7
ENSP00000441696,ENSG00000211788,ENST00000390436,0.85,0.942,PredHel=0,0.798853,extr 30,0.917,A0A0B4J241
ENSP00000437362,ENSG00000211789,ENST00000390437,0.897,0.962,PredHel=0,0.923627,extr 31,0.964,A0A075B6T6
ENSP00000438480,ENSG00000211791,ENST00000390439,0.634,0.873,PredHel=0,0.99532,"extr 16, cyto_nucl 9.5, cyto 7, nucl 6",0.953,A0A0B4J235
ENSP00000446015,ENSG00000211792,ENST00000390440,0.722,0.733,PredHel=0,0.213294,extr 30,0.903,A0A0A6YYC5
ENSP00000452011,ENSG00000211793,ENST00000390441,0.798,0.885,PredHel=0,0.131177,extr 29,0.954,A0A087WT02
ENSP00000451822,ENSG00000211794,ENST00000390442,0.901,0.975,PredHel=0,0.774947,extr 30,0.961,A0A0B4J271
ENSP00000452087,ENSG00000211797,ENST00000390445,0.794,0.961,PredHel=0,0.012246,extr 30,0.917,A0A0B4J275
ENSP00000452526,ENSG00000211801,ENST00000390449,0.868,0.983,PredHel=0,0.602836,extr 29,0.967,A0A0B4J279
ENSP00000452420,ENSG00000211802,ENST00000390450,0.727,0.96,PredHel=0,0.524406,extr 30,0.921,A0A0B4J277
ENSP00000452111,ENSG00000211804,ENST00000390452,0.793,0.827,PredHel=0,0.943506,extr 31,0.921,A0A0K0K1G9
ENSP00000451837,ENSG00000211805,ENST00000390453,0.729,0.965,PredHel=0,0.865841,"extr 20, cyto 4, lyso 3, cyto_golg 3",0.926,A0A0B4J272
ENSP00000452100,ENSG00000211806,ENST00000390454,0.882,0.975,PredHel=0,0.658233,"extr 28, mito 2, lyso 2",0.957,A0A0B4J276
ENSP00000451735,ENSG00000211809,ENST00000390457,0.689,0.98,PredHel=0,0.996762,extr 29,0.931,A0A087WT01
ENSP00000452209,ENSG00000211810,ENST00000390458,0.786,0.891,PredHel=0,0.778239,"extr 27, mito 3",0.915,A0JD25
ENSP00000450970,ENSG00000211812,ENST00000390460,0.68,0.918,PredHel=0,0.156404,"extr 23, mito 3, cyto_nucl 2, lyso 2, mito_pe",0.945,A0A0B4J265
ENSP00000452002,ENSG00000211813,ENST00000390461,0.663,0.958,PredHel=0,0.863509,"extr 19, mito 7, cyto 2, lyso 2",0.941,A0A0B4J273
ENSP00000452271,ENSG00000211814,ENST00000390462,0.9,0.982,PredHel=0,0.701833,"extr 25, mito 4",0.949,NA
ENSP00000450804,ENSG00000211815,ENST00000390463,0.871,0.984,PredHel=0,0.250716,extr 31,0.911,A0A075B6V5
ENSP00000450950,ENSG00000211816,ENST00000390464,0.842,0.926,PredHel=0,0.111268,extr 31,0.907,A0A0B4J264
ENSP00000452332,ENSG00000211817,ENST00000390465,0.88,0.949,PredHel=0,0.138425,"extr 28, mito 2",0.93,A0JD32
ENSP00000452585,ENSG00000211819,ENST00000390467,0.81,0.939,PredHel=0,0.0290114,extr 31,0.913,A0A0B4J280
ENSP00000451177,ENSG00000211820,ENST00000390468,0.899,0.966,PredHel=0,0.789225,extr 31,0.951,A0A0B4J266
ENSP00000374983,ENSG00000211891,ENST00000390541,0.129,0.141,PredHel=0,0.867791,"nucl 15, cyto_nucl 13.3333, mito 10, cyto 5.5",0.901,P01854
ENSP00000375002,ENSG00000211933,ENST00000390593,0.826,0.94,PredHel=0,0.848349,"extr 28, lyso 3",0.934,A0A0B4J1U7
ENSP00000375006,ENSG00000211937,ENST00000390597,0.806,0.975,PredHel=0,0.324799,extr 30,0.934,A0A0A0MS10
ENSP00000375007,ENSG00000211938,ENST00000390598,0.815,0.949,PredHel=0,0.524282,"extr 25, cyto 3, nucl 2, cyto_mito 2",0.927,A0A0B4J1U8
ENSP00000375011,ENSG00000211942,ENST00000390602,0.815,0.923,PredHel=0,0.680836,"extr 26, nucl 2, cyto 2, cyto_nucl 2",0.93,A0A0A0MS11
ENSP00000375013,ENSG00000211944,ENST00000390604,0.711,0.829,PredHel=0,0.0885093,"extr 18, cyto 5, mito 4, cyto_nucl 4",0.943,A0A0C4DH30
ENSP00000375018,ENSG00000211949,ENST00000390609,0.859,0.953,PredHel=0,0.553226,"extr 27, nucl 2, cyto 2, cyto_nucl 2",0.921,P01764
ENSP00000375020,ENSG00000211951,ENST00000390611,0.736,0.975,PredHel=0,0.163498,extr 32,0.963,A0A0B4J1V2
ENSP00000375026,ENSG00000211957,ENST00000390617,0.806,0.886,PredHel=0,0.514507,"extr 24, nucl 4, cyto 2, mito 2, cyto_mito 2",0.928,A0A0C4DH35
ENSP00000375027,ENSG00000211958,ENST00000390618,0.864,0.89,PredHel=0,0.432847,extr 30,0.947,A0A0C4DH36
ENSP00000375033,ENSG00000211964,ENST00000390624,0.846,0.965,PredHel=0,0.218661,"extr 23, plas 5, E.R. 2",0.916,A0A0C4DH37
ENSP00000375034,ENSG00000211965,ENST00000390625,0.832,0.946,PredHel=0,0.357092,"extr 25, mito 3, cyto 2, lyso 2",0.908,A0A0A0MS15
ENSP00000375036,ENSG00000211967,ENST00000390627,0.908,0.965,PredHel=0,0.520352,"extr 25, cyto 4",0.928,A0A087WSX4
ENSP00000375037,ENSG00000211968,ENST00000390628,0.725,0.888,PredHel=0,0.476283,"extr 28, cyto_nucl 2.5",0.904,A0A0C4DH39
ENSP00000375041,ENSG00000211972,ENST00000390632,0.827,0.95,PredHel=0,0.466656,"extr 25, mito 3, cyto 2, mito_nucl 2",0.927,A0A0C4DH42
ENSP00000375045,ENSG00000211976,ENST00000390636,0.831,0.974,PredHel=0,0.402537,"extr 22, mito 3, lyso 3, cyto 2, mito_nucl 2",0.939,A0A0B4J1V6
ENSP00000465256,ENSG00000212123,ENST00000390672,0.148,0.206,PredHel=0,0.481993,"cyto_nucl 11, nucl 9, cyto 9, extr 7, mito 6",0.947,K7EJN8
ENSP00000375148,ENSG00000212658,ENST00000391353,0.134,0.078,PredHel=0,0.509888,"extr 15, nucl 8.5, cyto_nucl 6.33333, cyto 3,",0.915,A8MX34
ENSP00000375181,ENSG00000212673,ENST00000391369,0.131,0.116,PredHel=0,0.413686,"cyto_nucl 16, cyto 14.5, nucl 10.5, extr 6",0.967,NA
ENSP00000375259,ENSG00000212743,ENST00000391437,0.582,0.765,PredHel=0,0.90661,"mito 14, extr 11, cyto 5",0.924,NA
ENSP00000375476,ENSG00000212933,ENST00000391618,0.204,0.298,PredHel=0,0.590823,"extr 25, nucl 4.5, cyto_nucl 4",0.954,P60329
ENSP00000375563,ENSG00000212999,ENST00000391681,0.296,0.557,PredHel=0,0.0740617,"cyto 11.5, mito 11, cyto_nucl 10, nucl 5.5, E",0.9,NA
ENSP00000375615,ENSG00000244482,ENST00000391735,0.69,0.545,PredHel=0,0.966504,"extr 28, cyto 2",0.914,Q6PI73
ENSP00000375621,ENSG00000167613,ENST00000391741,0.738,0.948,PredHel=0,0.800463,extr 32,0.955,W4VSQ5
ENSP00000375643,ENSG00000170906,ENST00000391763,0.115,0.014,PredHel=0,0.989689,"mito 16, extr 9, mito_nucl 9",0.908,A8MUI2
ENSP00000375664,ENSG00000167555,ENST00000391787,0.114,0.192,PredHel=0,0.796904,"cyto 22.5, cyto_nucl 13.5, extr 6",0.902,C9K0H2
ENSP00000375681,ENSG00000129451,ENST00000391805,0.688,0.658,PredHel=0,0.68277,"extr 20, cyto 5, mito 5, cyto_mito 5",0.911,O43240
ENSP00000375688,ENSG00000167747,ENST00000391812,0.174,0.247,PredHel=0,0.936582,"extr 24, nucl 4.5, cyto_nucl 3.5",0.928,Q6RUI8
ENSP00000375719,ENSG00000105221,ENST00000391844,0.103,0.06,PredHel=0,0.798301,"extr 25, cyto 5.5, cyto_nucl 4",0.922,J3KT31
ENSP00000375752,ENSG00000197520,ENST00000391880,0.106,0.09,PredHel=0,0.993156,"cyto 19.5, cyto_nucl 11.5, extr 5, mito 5",0.903,A6PVY3
ENSP00000375796,ENSG00000162891,ENST00000391930,0.745,0.894,PredHel=0,0.991814,"extr 26, mito 2, lyso 2",0.903,Q9NYY1
ENSP00000375798,ENSG00000125743,ENST00000391932,0.099,0.053,PredHel=0,0.615273,"nucl 14.5, cyto_nucl 14.5, cyto 13.5",0.921,P62316
ENSP00000375835,ENSG00000151414,ENST00000391974,0.11,0.079,PredHel=0,0.6773,"extr 15, cyto 11, nucl 3, mito 3, mito_nucl 3",0.915,F8WAG2
ENSP00000375849,ENSG00000178602,ENST00000391989,0.826,0.966,PredHel=0,0.918843,"extr 28, nucl 1, cyto 1, E.R. 1, cyto_nucl 1,",0.982,Q8NHW6
ENSP00000375895,ENSG00000196387,ENST00000392041,0.132,0.117,PredHel=0,0.909131,"extr 21, cyto_nucl 6.33333, cyto 5.5, nucl 5",0.971,F8WAF8
ENSP00000432760,ENSG00000245680,ENST00000392156,0.1,0.043,PredHel=0,0.763108,"nucl 18.5, cyto_nucl 16, cyto 8.5, extr 5",0.927,E9PNT4
ENSP00000376096,ENSG00000164520,ENST00000392270,0.483,0.954,PredHel=1,0.953982,extr 31,0.927,Q3T1D4
ENSP00000441182,ENSG00000093134,ENST00000392393,0.566,0.985,PredHel=1,0.452641,"extr 28, E.R. 2, lyso 2",0.911,Q9NY84
ENSP00000445925,ENSG00000093134,ENST00000392394,0.566,0.985,PredHel=1,0.452641,"extr 28, E.R. 2, lyso 2",0.911,NA
ENSP00000376202,ENSG00000079931,ENST00000392401,0.897,0.983,PredHel=0,0.271218,"extr 28, nucl 1, cyto 1, mito 1, E.R. 1, cyto",0.903,A6PVS1
ENSP00000376232,ENSG00000198836,ENST00000392437,0.204,0.026,PredHel=0,0.696417,"mito 25.5, mito_pero 13.5, nucl 3",0.9,A8MXB6
ENSP00000376278,ENSG00000163352,ENST00000392487,0.178,0.17,PredHel=0,0.963173,"cyto 15, extr 10, cyto_mito 10",0.908,Q9Y5L5
ENSP00000376282,ENSG00000129673,ENST00000392492,0.106,0.032,PredHel=0,0.848636,"cyto 12, cyto_nucl 11.5, extr 9, nucl 9",0.95,Q16613
ENSP00000376359,ENSG00000109956,ENST00000392580,0.334,0.981,PredHel=1,0.706943,"extr 21, E.R. 5, golg 4",0.919,Q9P2W7
ENSP00000376388,ENSG00000172794,ENST00000392612,0.102,0.099,PredHel=0,0.617388,"cyto 24.5, cyto_nucl 15, nucl 4.5",0.923,Q96AX2
ENSP00000376389,ENSG00000172794,ENST00000392613,0.105,0.086,PredHel=0,0.596832,"cyto 26.5, cyto_nucl 15.5, nucl 3.5",0.94,Q96AX2
ENSP00000376390,ENSG00000172794,ENST00000392614,0.162,0.108,PredHel=0,0.460391,"cyto 25.5, cyto_nucl 14.5, nucl 2.5",0.936,Q96AX2
ENSP00000376391,ENSG00000172794,ENST00000392615,0.158,0.101,PredHel=0,0.490913,"cyto 21, cyto_nucl 15.5, nucl 6, extr 2, mito",0.923,A8MZI4
ENSP00000376415,ENSG00000138382,ENST00000392640,0.1,0.144,PredHel=0,0.598969,"cyto 18, cyto_nucl 11.3333, cyto_mito 11.3333",0.941,Q9NRN9
ENSP00000376427,ENSG00000136522,ENST00000392659,0.107,0.052,PredHel=0,0.966124,"cyto 17, nucl 11, extr 3",0.91,Q9HD33
ENSP00000376460,ENSG00000123607,ENST00000392695,0.108,0.037,PredHel=0,0.768128,"cyto_nucl 13.5, cyto 13, nucl 12, mito 6",0.91,H9KV93
ENSP00000376474,ENSG00000108946,ENST00000392710,0.122,0.067,PredHel=0,0.857296,"nucl 20.5, cyto_nucl 16, cyto 8.5",0.903,X6RAV4
ENSP00000376496,ENSG00000105982,ENST00000392740,0.115,0.056,PredHel=0,0.938136,"cyto 26, nucl 3",0.945,NA
ENSP00000376503,ENSG00000105982,ENST00000392747,0.115,0.056,PredHel=0,0.938136,"cyto 26, nucl 3",0.945,Q9H0A6
ENSP00000376550,ENSG00000163141,ENST00000392802,0.11,0.037,PredHel=0,0.202694,"nucl 15, cyto_nucl 11, extr 8, cyto 5",0.932,F8W685
ENSP00000376569,ENSG00000204414,ENST00000392824,0.821,0.855,PredHel=0,0.672465,extr 32,0.951,J3QT06
ENSP00000376589,ENSG00000185559,ENST00000392848,0.911,0.964,PredHel=0,0.4117,extr 32,0.96,G3XAH5
ENSP00000376622,ENSG00000167286,ENST00000392884,0.714,0.909,PredHel=0,0.0938083,"extr 19, mito 7, nucl 4.5, cyto_nucl 3.5, E.R",0.932,P04234
ENSP00000376623,ENSG00000213218,ENST00000392886,0.82,0.916,PredHel=0,0.857745,extr 31,0.917,P0DML3
ENSP00000376637,ENSG00000017427,ENST00000392904,0.563,0.715,PredHel=0,0.750657,extr 31,0.937,P05019
ENSP00000376638,ENSG00000017427,ENST00000392905,0.864,0.951,PredHel=0,0.663877,extr 32,0.92,Q13429
ENSP00000376651,ENSG00000111670,ENST00000392919,0.201,0.596,PredHel=1,0.216696,"mito 16, extr 11, extr_plas 7, lyso 3",0.932,Q9BUA5
